id,name,addr,city,ctry,code
744,3G OUTSOURCE LIMITED,152-160 KEMP HOUSE CITY ROAD,LONDON,UK,EC1V 2NX
745,4T TECHNOLOGY LTD,KEMP HOUSE 160 CITY ROAD,LONDON,UK,EC1V 2NX
746,ACKNOWLEDGEMENT LIMITED,54 KINGSWAY PLACE SANS WALK,LONDON,UK,EC1R 0LU
747,ACTIVISTIC (UK) LTD,SUITE 907 KEMP HOUSE 152 - 160 CITY ROAD,LONDON,UK,EC1V 2NX
748,AGITEK LTD,INTERNATIONAL HOUSE 24 HOLBORN VIADUCT,LONDON,UK,EC1A 2BN
749,AGORABYTES LIMITED,SUITE / UNIT / OFFICE 36 88-90  HATTON GARDEN HOLBORN,LONDON,UK,EC1N 8PG
750,AH BUSINESS SERVICES AND CONSULTANCY LTD,"KEMP HOUSE 152-160, CITY ROAD",LONDON,UK,EC1V 2NX
751,AIR TUNNEL SOLUTIONS LIMITED,SUITE 36 88-90 HATTON GARDEN HOLBORN,LONDON,UK,EC1N 8PG
752,ALLE-IT LTD,INTERNATIONAL HOUSE 24 HOLBORN VIADUCT,LONDON,UK,EC1A 2BN
753,ASKIA UK LIMITED,C/O WESTBURY 145-157 ST JOHN STREET,LONDON,UK,EC1V 4PY
754,ASMISOFT TECHNOLOGIES LIMITED,2ND FLOOR 145-157 ST.JOHN STREET,LONDON,UK,EC1V 4PY
755,ASTABIS IRM LTD,SUITE 48 88-90 HATTON GARDEN,LONDON,UK,EC1N 8PN
756,AUTONOWARE LIMITED,76-80 CITY ROAD ,LONDON,UK,EC1Y 2BJ
757,BCN INTEGRATED LTD.,145-157 ST JOHN STR ,LONDON,UK,EC1V 4PY
758,BEHIND PIXELS LTD,152 CITY ROAD KEMP HOUSE,LONDON,UK,EC1V 2NX
759,BRAVOSOLUTION UK LIMITED,22-24 ELY PLACE ,LONDON,UK,EC1N 6TE
760,BROWN PAPER CONSULTING LIMITED,145-157 ST JOHN STREET ,LONDON,UK,EC1V 4PW
761,CAPACITAS LIMITED,69 TURNMILL STREET ,LONDON,UK,EC1M 5RR
762,CERBERUS SECURITY LABORATORIES LIMITED,KEMP HOUSE 160 CITY ROAD,LONDON,UK,EC1V 2NX
763,CIBANDO LTD,DEVONSHIRE HOUSE 60 GOSWELL ROAD,LONDON,UK,EC1M 7AD
764,CINSPIRED DESIGNS LIMITED,145-157 ST JOHN STREET ,LONDON,UK,EC1V 4PW
765,CITY TEST LIMITED,KEMP HOUSE 152-160 CITY ROAD,LONDON,UK,EC1V 2NX
766,CLOUD DIGITAL RESEARCH LTD,329A OLD STREET ,LONDON,UK,EC1V 9LE
767,CLOUD ESTATE LIMITED,KEMP HOUSE 152 CITY ROAD,LONDON,UK,EC1V 2NX
768,CLOUDBRIDGE LTD,KEMP HOUSE 160 CITY ROAD,LONDON,UK,EC1V 2NX
769,COASTAL UNION LTD,KEMP HOUSE 152 CITY ROAD,LONDON,UK,EC1V 2NX
770,CODELOCKE SOLUTIONS PRIVATE LIMITED,KEMP HOUSE 160 CITY ROAD,LONDON,UK,EC1V 2NX
771,COMDEVELOPMENT LIMITED,145-157 ST. JOHN STREET ,LONDON,UK,EC1V 4PW
772,COREAZURE LIMITED,16 ST. MARTIN'S LE GRAND ,LONDON,UK,EC1A 4EN
773,CREDO JPN LIMITED,KEMP HOUSE 160 CITY ROAD,LONDON,UK,EC1V 2NX
774,CROSSCOUNTRY AERO LTD,145-157 ST JOHN STREET ,LONDON,UK,EC1V 4PW
775,CRUX NETWORK LIMITED,KEMP HOUSE 160 CITY ROAD,LONDON,UK,EC1V 2NX
776,CUSTOM TECHNOLOGY LIMITED,FIRST FLOOR 1 EAST POULTRY AVENUE,LONDON,UK,EC1A 9PT
777,DATAFACTUALS LIMITED,KEMP HOUSE 160 CITY ROAD,LONDON,UK,EC1V 2NX
778,DATAPOWA LIMITED,KEMP HOUSE 160 CITY ROAD,LONDON,UK,EC1V 2NX
779,DAVIES TECHNOLOGY CONSULTING LTD.,34 NEW HOUSE 67-68 HATTON GARDEN,LONDON,UK,EC1N 8JY
780,DEEAZ LTD,INTERNATIONAL HOUSE 24 HOLBORN VIADUCT,CITY OF LONDON,UK,EC1A 2BN
781,DIGITLONDON LIMITED,6 BREWHOUSE YARD ,LONDON,UK,EC1V 4DG
782,DILIGENCE CONSULTING LIMITED,145-157 ST. JOHN STREET ,LONDON,UK,EC1V 4PW
783,DILIGENCE PROFESSIONAL LIMITED,145-157 ST JOHN STREET ,LONDON,UK,EC1V 4PW
784,DS TECHNOLOGIES GROUP LTD.,KEMP HOUSE 160 CITY ROAD,LONDON,UK,EC1V 2NX
785,EASYCORE MEDIA LTD,KEMP HOUSE 152-160 CITY ROAD,LONDON,UK,EC1V 2NX
786,ECONWORKS LIMITED,"FIRST FLOOR, THAVIES INN HOUSE 3-4 HOLBORN CIRCUS",LONDON,UK,EC1N 2HA
787,EDART LIMITED,THIRD FLOOR 111 CHARTERHOUSE STREET,LONDON,UK,EC1M 6AW
788,ELECSERVICE LIMITED,15 BOWLING GREEN LANE ,LONDON,UK,EC1R 0BD
789,ENGAGEWITHIN LTD,KEMP HOUSE 160 CITY ROAD,LONDON,UK,EC1V 2NX
790,EUPING LIMITED,KEMP HOUSE 160 CITY ROAD,LONDON,UK,EC1V 2NX
791,FAST NETWORK DESIGNS LTD,KEMP HOUSE 152 CITY ROAD,LONDON,UK,EC1V 2NX
792,FASTPCS (UK) LTD,KEMP HOUSE 152 - 160 CITY ROAD,LONDON,UK,EC1V 2NX
793,FIVESKY LIMITED,KEMP HOUSE 152 CITY ROAD,LONDON,UK,EC1V 2NX
794,FLAMINGOS TECHNOLOGY SOLUTIONS UK PRIVATE LIMITED,KEMP HOUSE 160 CITY ROAD,LONDON,UK,EC1V 2NX
795,FURNISH.CO.UK LTD,34 NEW HOUSE 67-68 HATTON GARDEN,LONDON,UK,EC1N 8JY
796,GARDENIA-IT LIMITED,FLAT 281 ROSDEN HOUSE 372 OLD STREET,LONDON,UK,EC1V 9LT
797,GARYT LIMITED,KEMP HOUSE 160 CITY ROAD,LONDON,UK,EC1V 2NX
798,GATEKEEPER (G8) LTD,24 HOLBORN VIADUCT,LONDON|CITY OF LONDON,UK,EC1A 2BN
799,GET BUSINESS SERVICES LIMITED,4TH FLOOR 18 ST. CROSS STREET,LONDON,UK,EC1N 8UN
800,GROOVY GECKO LTD,2ND FLOOR 130 OLD STREET,LONDON,UK,EC1V 9BD
801,GS DUN LTD,INTERNATIONAL HOUSE 24 HOLBORN VIADUCT,LONDON,UK,EC1A 2BN
802,HALLWAY STUDIOS LIMITED,THE TRAMPERY 239 OLD STREET,LONDON,UK,EC1V 9EY
803,HARMAN CONNECTED SERVICES UK LIMITED,DEVONSHIRE HOUSE 60 GOSWELL ROAD,LONDON,UK,EC1M 7AD
804,HCI GROUP UK LIMITED,GRESHAM HOUSE 24 HOLBORN VIADUCT,LONDON,UK,EC1A 2BN
805,HIGH RELEVANCE LIMITED,DEVONSHIRE HOUSE 60 GOSWELL ROAD,LONDON,UK,EC1M 7AD
806,HSD TECHNOLOGIES LIMITED,KEMP HOUSE 160 CITY ROAD,LONDON,UK,EC1V 2NX
807,HUBA DIGITAL LIMITED,30 CITY ROAD ,LONDON,UK,EC1Y 2AB
808,ICOMPLI LIMITED,KEMP HOUSE 152 CITY ROAD,LONDON,UK,EC1V 2NX
809,IKNOW SOLUTIONS UK LTD,150 ALDERSGATE STREET ,LONDON,UK,EC1A 4AB
810,INDIGO SQUARED LIMITED,SUITE 48 88-90 HATTON GARDEN,LONDON,UK,EC1N 8PN
811,INDUSTRIAL WINCH LTD,INTERNATIONAL HOUSE 24 HOLBORN VIADUCT,LONDON,UK,EC1A 2BN
812,INNOVIX LTD,OFFICE 36 88-90 HATTON GARDEN,LONDON,UK,EC1N 8PG
813,INTELLIGENT SOLUTIONS TECHNOLOGIES LIMITED,OFFICE 34 67-68 HATTON GARDEN,LONDON,UK,EC1N 8JY
814,INTERNET PROMOTION EUROPE LIMITED,DELTA SOLUTION TRADE CENTER HOLBORN,LONDON,UK,EC1N 8PG
815,INZU LIMITED,SUITE 48 88-90 HATTON GARDEN,LONDON,UK,EC1N 8PN
816,JAZZ SOFTWARE LIMITED,THIRD FLOOR 111 CHARTERHOUSE STREET,LONDON,UK,EC1M 6AW
817,K1 LIMANOWKA LTD,INTERNATIONAL HOUSE 24 HOLBORN VIADUCT,LONDON,UK,EC1A 2BN
818,L.E.D. PRODUCTIONS LIMITED,HIGGISON HOUSE 381-383 CITY ROAD,LONDON,UK,EC1V 1NW
819,LEARNING CONNEXIONS (UK) LTD.,5 5 ST JOHN'S LANE ,LONDON,UK,EC1M 4BH
820,LIFFEY LABS LIMITED,KEMP HOUSE 160 CITY ROAD,LONDON,UK,EC1V 2NX
821,LONDON DIGITALBEAMS LIMITED,KEMP HOUSE 152 CITY ROAD,LONDON,UK,EC1V 2NX
822,LTB DIGITAL LIMITED,KEMP HOUSE 160 CITY ROAD,LONDON,UK,EC1V 2NX
823,MACROLINK SOLUTIONS LTD,KEMP HOUSE 160 CITY ROAD,LONDON,UK,EC1V 2NX
824,MAGENCO LTD,KEMP HOUSE CITY ROAD ,LONDON,UK,EC1V
825,MAIDENHEAD BRIDGE LIMITED,KEMP HOUSE 160 CITY ROAD,LONDON,UK,EC1V 2NX
826,MARIUS DALEY LTD.,"KEMP HOUSE, 152 CITY ROAD",LONDON,UK,EC1V 2NX
827,MARKET APPEAL LIMITED,INTERNATIONAL HOUSE 24 HOLBORN VIADUCT,LONDON,UK,EC1A 2BN
828,MAXHILL CONSULTING LTD,145-157 ST JOHN STREET ,LONDON,UK,EC1V 4PW
829,MBTA LIMITED,FLAT E 48 CLERKENWELL CLOSE,LONDON,UK,EC1R 0AJ
830,METALUXO IT SECURITY LTD,24 HOLBORN VIADUCT ,LONDON,UK,EC1A 2BN
831,METHODS DIGITAL LIMITED,16 ST. MARTIN'S LE GRAND ,LONDON,UK,EC1A 4EN
832,METHODS ENTERPRISE LIMITED,16 ST. MARTIN'S LE GRAND ,LONDON,UK,EC1A 4EN
833,MICRO PHOENIX,KEMP HOUSE 152-160 CITY ROAD,LONDON,UK,EC1V 2NX
834,MIDDLE EAST CAREER LTD,MIDDLE EAST CAREER 152 KEMP HOUSE CITY ROAD,LONDON,UK,EC1V 2NX
835,MITHRA MEDIA LTD,INTERNATIONAL HOUSE 24 HOLBORN VIADUCT,LONDON,UK,EC1A 2BN
836,MIU NETWORK LTD,160 CITY ROAD KEMP HOUSE,LONDON,UK,EC1V 2NX
837,MULTIPLOGIC LIMITED,KEMP HOUSE 160 CITY ROAD,LONDON,UK,EC1V 2NX
838,MUNDUS LIMITED,THIRD FLOOR 111 CHARTERHOUSE STREET,LONDON,UK,EC1M 6AW
839,MYMALL LTD,KEMP HOUSE 160 CITY ROAD,LONDON,UK,EC1V 2NX
840,NCODER MEDIA SERVICES LIMITED,KEMP HOUSE 160 CITY ROAD,LONDON,UK,EC1V 2NX
841,NELLESYS LTD,KEMP HOUSE 160 CITY ROAD,LONDON,UK,EC1V 2NX
842,NEOPRAXIS LIMITED,INTERNATIONAL HOUSE 24 HOLBORN VIADUCT,LONDON,UK,EC1A 2BN
843,NETSTAR UK LTD,83 CLERKENWELL ROAD ,LONDON,UK,EC1R 5AG
844,NEWCOINCLUB LIMITED,KEMP HOUSE 160 CITY ROAD,LONDON,UK,EC1V 2NX
845,NIO INNOVATION LIMITED,40 HOLBORN VIADUCT ,LONDON,UK,EC1N 2PZ
846,NU INNOVATION LIMITED,2ND FLOOR 145-157 ST JOHN STREET,LONDON,UK,EC1V 4PY
847,OBAFORTE LIMITED,"KEMP HOUSE, 152 CITY ROAD",LONDON,UK,EC1V 2NX
848,ONLINUM LIMITED,KEMP HOUSE 160 CITY ROAD,LONDON,UK,EC1V 2NX
849,ORHAN IT SERVICES LTD.,INTERNATIONAL HOUSE 24 HOLBORN VIADUCT,LONDON|CITY OF LONDON,UK,EC1A 2BN
850,ORLON SOLUTIONS LTD,"KEMP HOUSE, 152 CITY ROAD",LONDON,UK,EC1V 2NX
851,PETCONNECT TECHNOLOGIES LIMITED,KEMP HOUSE 160 CITY ROAD,LONDON,UK,EC1V 2NX
852,POLMODE LIMITED,KEMP HOUSE 160 CITY ROAD,LONDON,UK,EC1V 2NX
853,PUZZLESTONE LIMITED,SUITE 48 88-90 HATTON GARDEN,LONDON,UK,EC1N 8PN
854,RAZOR AGENCY LIMITED,KEMP HOUSE 152 CITY ROAD,LONDON,UK,EC1V 2NX
855,REAPIT LIMITED,67 - 74 SAFFRON HILL ,LONDON,UK,EC1N 8QX
856,RECOGNITION ARTIST MANAGEMENT LIMITED,54 KINGSWAY PLACE SANS WALK,LONDON,UK,EC1R 0LU
857,RELOCATION LIMITED,3RD FLOOR 24 CHISWELL STREET,LONDON,UK,EC1Y 4YX
858,RIGHTS TRACKER LIMITED,80-83 LONG LANE ,LONDON,UK,EC1A 9ET
859,SCASASCIA LIMITED,8A WEST SMITHFIELD ,LONDON,UK,EC1A 9JR
860,SEARCH ENGINEERS LIMITED,KEMP HOUSE 160 CITY ROAD,LONDON,UK,EC1V 2NX
861,SEIDOR UK LTD,KEMP HOUSE 160 CITY ROAD,LONDON,UK,EC1V 2NX
862,SELECT CONSULTING PARTNERS LIMITED,INTERNATIONAL HOUSE 24 HOLBORN VIADUCT,LONDON,UK,EC1A 2BN
863,SERVERMASTER LTD,KEMP HOUSE 160 CITY ROAD,LONDON,UK,EC1V 2NX
864,SMALL WORLD SOLUTIONS LIMITED,"ST. MARTIN'S HOUSE, 16 ST. MARTIN'S LE GRAND",LONDON,UK,EC1A 4EN
865,SMART TRANSFER LIMITED,FINSGATE 5-7 CRANWOOD STREET,LONDON,UK,EC1V 9EE
866,SOLYARIS LTD,329A OLD STREET ,LONDON,UK,EC1V 9LE
867,SPORTMATE INT. LIMITED,INTERNATIONAL HOUSE HOLBORN VIADUCT,LONDON,UK,EC1A 2BN
868,STONEWALL IT SOLUTIONS LTD,KEMP HOUSE 160 CITY ROAD,LONDON,UK,EC1V 2NX
869,SUPERMICRO LIMITED,11TH FLOOR 200 ALDERSGATE STREET,LONDON,UK,EC1A 4HD
870,THE GDPR GROUP LIMITED,KEMP HOUSE 160 CITY ROAD,LONDON,UK,EC1V 2NX
871,TIEFNETZ LIMITED,KEMP HOUSE 160 CITY ROAD,LONDON,UK,EC1V 2NX
872,TIER 1 PUBLISHING LIMITED,UNIT 36 88-90 HATTON GARDEN HOLBORN,LONDON,UK,EC1N 8PN
873,TRANK TECHIES PRIVATE LIMITED,KEMP HOUSE 160 CITY ROAD,LONDON,UK,EC1V 2NX
874,TRANSGLOBE TRADING CORPORATION LIMITED,145-157 ST. JOHN STREET ,LONDON,UK,EC1V 4PY
875,TROENDLE LIMITED,KEMP HOUSE 152 CITY ROAD,LONDON,UK,EC1V 2NX
876,TURTL SURF &  IMMERSE LIMITED,KEMP HOUSE CITY ROAD,LONDON,UK,EC1V 2NX
877,ULTRARAPID LOCAL DELIVERY LTD,THIRD FLOOR 24 CHISWELL STREET,LONDON,UK,EC1Y 4YX
878,UNTESTED LIMITED,KEMP HOUSE 3RD FLOOR 135 160 CITY ROAD,LONDON,UK,EC1V 2DW
879,UPSHOT LIMITED,KEMP HOUSE 160 CITY ROAD,LONDON,UK,EC1V 2NX
880,URBAN INTELLIGENCE LTD,"603, 25B GOSWELL ROAD ",LONDON,UK,EC1M 7AJ
881,US COMPUTERS (UK) LIMITED,334 - 336 GOSWELL ROAD,LONDON,UK,EC1V 7RP
882,VELOCITI EUROPE LIMITED,MILTON GATE 60 CHISWELL STREET,LONDON,UK,EC1Y 4AG
883,VOIPEX LIMITED,1 CHARTERHOUSE MEWS ,LONDON,UK,EC1M 6BB
884,VUNGLE LIMITED,CLOVER HOUSE 147-149 FARRINGDON ROAD,LONDON,UK,EC1R 3AB
885,WALLEPT LTD,145-157 ST. JOHN STREET ,LONDON,UK,EC1V 4PW
886,WEBADELICA LTD,145-157 ST JOHN STREET ,LONDON,UK,EC1V 4PW
887,WEBJETS LIMITED,KEMP HOUSE CITY ROAD,LONDON,UK,EC1V 2NX
888,WHITE LIGHT TECHNOLOGY LTD,3RD FLOOR 111 CHARTERHOUSE STREET,LONDON,UK,EC1M 6AW
889,WIPSTY LTD,KEMP HOUSE 160 CITY ROAD,LONDON,UK,EC1V 2NX
890,WIRED CANVAS LIMITED,34 NEW HOUSE 67-68 HATTON GARDEN,LONDON,UK,EC1N 8JY
891,WISENS LIMITED,2ND FLOOR 145-157 ST.JOHN STREET,LONDON,UK,EC1V 4PY
892,WORIFY MEDIA LTD,KEMP HOUSE 160 CITY ROAD,LONDON,UK,EC1V 2NX
893,XANTURA LIMITED,3-11 PINE STREET ,LONDON,UK,EC1R 0JH
894,ZOEPROPERTY LTD,4TH FLOOR 18 ST. CROSS STREET,LONDON,UK,EC1N 8UN
895,ADEVANCE LTD,INTERNATIONAL HOUSE 24 HOLBORN VIADUCT,LONDON,UK,EC1A 2BN
896,AGILE KONSULT LIMITED,KEMP HOUSE 152 CITY ROAD,LONDON,UK,EC1V 2NX
897,ALLIED WARDEN MARKETING LIMITED,C/O TEMPLES KEMP HOUSE 152-160 CITY ROAD,LONDON,UK,EC1V 2NX
898,ANI ALEXANDER LTD,INTERNATIONAL HOUSE HOLBORN VIADUCT,LONDON|CITY OF LONDON,UK,EC1A 2BN
899,ANTLERE LIMITED,150 ALDERSGATE STREET ,LONDON,UK,EC1A 4AB
900,ANYTIME AROUND LTD,145-157 ST JOHN STREET ,LONDON,UK,EC1V 4PW
901,AUREOLIN CORPORATION LIMITED,145-157 ST JOHN STREET ,LONDON,UK,EC1V 4PY
902,AXTEK LTD,145-157 ST JOHN STREET ,LONDON,UK,EC1V 4PW
903,BIG DATA PARTNERSHIP LIMITED,JEFFREYS HENRY LLP FINSGATE 5-7 CRANWOOD STREET,LONDON,UK,EC1V 9EE
904,BIMOPS LTD,KEMP HOUSE 160 CITY ROAD,LONDON,UK,EC1V 2NX
905,BLUE-CANOE LIMITED,KEMP HOUSE 160 CITY ROAD,LONDON,UK,EC1V 2NX
906,CHAINSIDE LTD,KEMP HOUSE 160 CITY ROAD,LONDON,UK,EC1V 2NX
907,CHINA GREAT FIRE WALL NETWORK LIMITED,160 KEMP HOUSE CITY ROAD,LONDON,UK,EC1V 2NX
908,CHOICE WHEEL LTD,145-157 ST JOHN STREET ,LONDON,UK,EC1V 4PW
909,CYBER-GUARD ENTERPRISE LTD,INTERNATIONAL HOUSE 24 HOLBORN VIADUCT,LONDON,UK,EC1A 2BN
910,DEV4BB LIMITED,82 ST JOHN STREET ,LONDON,UK,EC1M 4JN
911,DIGITAL TACTICS INFRASTRUCTURE LTD,FINSGATE 5-7 CRANWOOD STREET,LONDON,UK,EC1V 9EE
912,DOMAIN CORP LTD,KEMP HOUSE 152 - 160 CITY ROAD,LONDON,UK,EC1V 2NX
913,DTS SOLUTION - CYBER SECURITY LIMITED,KEMP HOUSE 160 CITY ROAD,LONDON,UK,EC1V 2NX
914,DUFTAR LIMITED,KEMP HOUSE 160 CITY ROAD,LONDON,UK,EC1V 2NX
915,EPIPHYTE (UK) LTD,150 CITY ROAD FIRST FLOOR,LONDON,UK,EC1V 2NL
916,ETHICA INTERNET LTD,KEMP HOUSE 160 CITY ROAD,LONDON,UK,EC1V 2NX
917,EUSTON CONSULTANCY SERVICES LTD,FINSGATE 5-7 CRANWOOD STREET,LONDON,UK,EC1V 9EE
918,F2 CONSULTANTS LIMITED,THIRD FLOOR 111 CHARTERHOUSE STREET,LONDON,UK,EC1M 6AW
919,G1ANT LTD,101 CLERKENWELL ROAD ,LONDON,UK,EC1R 5BX
920,GLOBAL BIZZ SERVICES LIMITED,KEMP HOUSE 160 CITY ROAD,LONDON,UK,EC1V 2NX
921,HIERARCHY CONSULTING LIMITED,152 KEMP HOUSE 152-160 CITY ROAD,LONDON,UK,EC1V 2NX
922,HUBJET LIMITED,145-157 ST JOHN STREET ,LONDON,UK,EC1V 4PW
923,IKERTON LTD,FLAT 6 MONTGOMERY BUILDINGS 81-89 FARRINGDON ROAD,LONDON,UK,EC1M 3LL
924,INDUS GLOBAL CORP LTD,KEMP HOUSE 160 CITY ROAD,LONDON,UK,EC1V 2NX
925,INNOVATIVE INTERFACES INTERNATIONAL LIMITED,11TH FLOOR 200 ALDERSGATE STREET,LONDON,UK,EC1A 4HD
926,INNOVATIVE INTERFACES LIMITED,11TH FLOOR 200 ALDERSGATE STREET,LONDON,UK,EC1A 4HD
927,INSTASMART SOFTWARE SOLUTIONS LIMITED,KEMP HOUSE 160 CITY ROAD,LONDON,UK,EC1V 2NX
928,ITCSS (IT CONSULTING SUPPORT &  STRATEGIES) LTD,34 NEW HOUSE 67-68 HATTON GARDEN,LONDON,UK,EC1N 8JY
929,JAYS SYSTEMS LTD,34 NEW HOUSE 67-68 HATTON GARDEN,LONDON,UK,EC1N 8JY
930,JMLNET LTD,INTERNATIONAL HOUSE 24 HOLBORN VIADUCT,LONDON,UK,EC1A 2BN
931,JOUPLE LIMITED,KEMP HOUSE 160 CITY ROAD,LONDON,UK,EC1V 2NX
932,LOST PIXELS LIMITED,KEMP HOUSE 160 CITY ROAD,LONDON,UK,EC1V 2NX
933,MAKE IT PROFESSIONAL LTD,INTERNATIONAL HOUSE 24 HOLBORN VIADUCT,LONDON,UK,EC1A 2BN
934,MATSON DIGITAL LTD,SUITE 15922 LOWER GROUND FLOOR 145-157 ST JOHN STREET,LONDON,UK,EC1V 4PW
935,MAXOFT LIMITED,KEMP HOUSE 160 CITY ROAD,LONDON,UK,EC1V 2NX
936,MINDVIEW CONSULTING LIMITED,KEMP HOUSE 152 CITY ROAD,LONDON,UK,EC1V 2NX
937,MORGAN BROOKS SERVICES LTD,"INTERNATIONAL HOUSE, 24 HOLBORN VIADUCT",LONDON,UK,EC1A 2BN
938,MTG ENTERPRISE LIMITED,145-157 ST JOHN STREET ,LONDON,UK,EC1V 4PW
939,NEW CRANE LIMITED,3-7 HERBAL HILL ,LONDON,UK,EC1R 5EJ
940,OCTAVIAN TECHNOLOGY LTD,145-157 ST JOHN STREET ,LONDON,UK,EC1V 4PW
941,PERSEA TECHNOLOGIES LIMITED,145-157 ST JOHN STREET ,LONDON,UK,EC1V 4PW
942,QUALITY GOODS &  SERVICES LTD,INTERNATIONAL HOUSE 24 HOLBORN VIADUCT,LONDON,UK,EC1A 2BN
943,REDMAIN SOLUTIONS LTD,80 -83 LONG LANE ,LONDON,UK,EC1A 9ET
944,REDSHIFT TECHNOLOGIES LIMITED,KEMP HOUSE 160 CITY ROAD,LONDON,UK,EC1V 2NX
945,REDSTONE CONVERGED SOLUTIONS LIMITED,40 HOLBORN VIADUCT ,LONDON,UK,EC1N 2PB
946,SAFEGUARD IT LIMITED,KEMP HOUSE 152 - 160 CITY ROAD,LONDON,UK,EC1V 2NX
947,SHOOT ME LIMITED,C/O. TOBIN ASSOCIATES LIMITED 4TH FLOOR 63 - 66 HATTON GARDEN,LONDON,UK,EC1N 8LE
948,SIGNATURE NETWORK SOLUTIONS LIMITED,KEMP HOUSE 152 TO 160 CITY ROAD,LONDON,UK,EC1V 2NX
949,SIMPLEWORKS INT. LIMITED,SUITE 48 88-90 HATTON GARDEN,LONDON,UK,EC1N 8PN
950,SMARTMED GLOBAL LIMITED,KEMP HOUSE 152 CITY ROAD,LONDON,UK,EC1V 2NX
951,SOFTIMPEX LTD.,3RD FLOOR 49 FARRINGDON ROAD,LONDON,UK,EC1M 3JP
952,SONERA CORPORATIVE LTD.,3RD FLOOR 49 FARRINGDON ROAD LONDON,LONDON,UK,EC1M 3JP
953,SPARTALINK LTD,CRUSADER HOUSE 145-157 ST. JOHN STREET SUITE 13511,LONDON,UK,EC1V 4PY
954,SPECIALIST COMPUTER SOFTWARE LIMITED,KEMP HOUSE 160 CITY ROAD,LONDON,UK,EC1V 2NX
955,SS&C SOLUTIONS LIMITED,1 ST. MARTIN'S LE GRAND ,LONDON,UK,EC1A 4AS
956,SYNATEL LIMITED,2ND FLOOR 145-157 ST JOHN STREET,LONDON,UK,EC1V 4PY
957,TECHXCHANGE CONSULTING LIMITED,KEMP HOUSE 160 CITY ROAD,LONDON,UK,EC1V 2NX
958,TEKMONKS LTD,TEKMONKS KEMP HOUSE 152 CITY ROAD,LONDON,UK,EC1V 2NX
959,TOTAL SYSTEMS PLC,394 CITY ROAD,LONDON,UK,EC1V 2QA
960,TRADERSERVE LIMITED,12-16 LAYSTALL STREET CLERKENWELL,LONDON,UK,EC1R 4PF
961,UNIGRAND TECHNOLOGY LIMITED,4TH FLOOR 107 CHARTERHOUSE STREET,LONDON|ENGLAND,UK,EC1M 6HW
962,UTD. BY CONTENT UK LIMITED,79 CLERKENWELL ROAD ,LONDON,UK,EC1R 5AR
963,VELO PRODUCTION LTD,329A OLD STREET ,LONDON,UK,EC1V 9LE
964,VENTURE SYSTEMS LIMITED,150 ALDERSGATE STREET ,LONDON,UK,EC1A 4AB
965,VIVID BLOCK LIMITED,KEMP HOUSE 160 CITY ROAD,LONDON,UK,EC1V 2NX
966,VYCRON DESIGN LIMITED,15 BOWLING GREEN LANE ,LONDON,UK,EC1R 0BD
967,YOUNG ROBOT LTD,INTERNATIONAL HOUSE 24 HOLBORN VIADUCT,LONDON,UK,EC1A 2BN
968,'RIMS ENTERPRISE SOLUTIONS LTD,38 MOUNT STREET ,ABERDEEN,UK,AB25 2QT
969,*+ LTD,ENTERPRISE COURT DOWNMILL ROAD,BRACKNELL,UK,RG12 1QS
970,01 TELECOM LTD,THE OLD FACTORY 30-31 DEVONSHIRE PLACE,BRIGHTON|EAST SUSSEX,UK,BN2 1QB
971,01SOLUTION LTD,1417/1419 LONDON ROAD NORBURY,LONDON,UK,SW16 4AH
972,08845746 LTD,58 BULSTRODE AVENUE ,HOUNSLOW|MIDDLESEX,UK,TW3 3AD
973,0902 LIMITED,7 ST JOHN'S ROAD ,HARROW|MIDDLESEX,UK,HA1 2EY
974,0PT1MATES LTD.,UNIT 11 HOVE BUSINESS CENTRE FONTHILL ROAD,HOVE|EAST SUSSEX,UK,BN3 6HA
975,0TENTIC8 LIMITED,10 FINSBURY SQUARE ,LONDON,UK,EC2A 1AF
976,1 B C LTD,79 STANLEY AVENUE ,ROMFORD,UK,RM2 5DJ
977,1 CHOICE INTERNET LIMITED,5 BEACON CLOSE FARNHAM,SURREY,UK,GU10 4PA
978,1 MEDIA LIMITED,UNIT 3A KIRKBY LONSDALE BUSINESS PARK KIRKBY LONSDALE,CARNFORTH|LANCASHIRE,UK,LA6 2GT
979,1 MINUS 1 LIMITED,MOLEX HOUSE THE MILLENNIUM CENTRE CROSBY WAY,FARNHAM|SURREY,UK,GU9 7XX
980,1 ONION LTD,53 BALHAM GROVE,LONDON,UK,SW12 8AZ
981,1 STOP WEB LIMITED,239 ILFORD LANE ,ILFORD|ESSEX,UK,IG1 2SB
982,1&1 INTERNET LIMITED,DISCOVERY HOUSE 154 SOUTHGATE STREET,GLOUCESTER|GLOUCESTERSHIRE,UK,GL1 2EX
983,10 CREATIVE LTD,28 WIMPOLE ROAD GREAT EVERSDEN,CAMBRIDGE,UK,CB23 1HR
984,10 DIGITAL LADIES LIMITED,48 DEFOE ROAD ,LONDON,UK,N16 0EH
985,10 SQUARE LIMITED,"SUITE 1, ARMCON BUSINESS PARK LONDON ROAD SOUTH POYNTON",STOCKPORT|CHESHIRE,UK,SK12 1LQ
986,10000 VOLT TECHNOLOGIES LIMITED,1ST FLOOR 314 REGENTS PARK ROAD FINCHLEY,LONDON,UK,N3 2LT
987,10001 LIMITED,19 REDDOWN ROAD ,COULSDON|SURREY,UK,CR5 1AN
